Product_Name,Brand_Name,Price_,Rating_,Number_of_Buyers,Total_Sold,Available_Stock,Main_Category,Sub_Category,Discount_,Seller,Return_Policy
varughese-sengupta error plus decor 5,varughese-sengupta error,27759.6,3.9,5513,5581,1761,home,decor,0,retailnet,False
"raj, garde and patel dolor plus washing machines 15","raj, garde",33982.56,4.0,1810,7253,1345,appliances,washing machines,0,flipkart assured,False
bhatti-upadhyay neque ultra smartwatches 10,bhatti-upadhyay neque,13714.44,4.1,1952,5605,186,electronics,smartwatches,0,electroworld,False
"swaminathan, natarajan and menon ducimus lite washing machines 5","swaminathan, natarajan",21163.37,3.8,5072,7853,879,appliances,washing machines,20,mobilehub,False
tandon-apte voluptatibus plus furniture 14,tandon-apte voluptatibus,49593.19,4.0,2494,5267,385,home,furniture,0,retailnet,False
jaggi llc animi ultra laptops 7,jaggi llc,159141.88,3.8,7435,4336,961,electronics,laptops,56,supercomnet,False
gole-lala veniam lite smartwatches 9,gole-lala veniam,35845.39,4.5,4495,2597,20,electronics,smartwatches,9,retailnet,False
nayar-narang odit plus microwaves 15,nayar-narang odit,29432.14,4.7,129,6229,2364,appliances,microwaves,15,mobilehub,False
kalita-balan fugit plus smartphones 4,kalita-balan fugit,118881.97,3.7,1660,4056,597,electronics,smartphones,0,fashionplus,False
dalal-goswami id plus headphones 6,dalal-goswami id,4886.1,3.2,1621,2242,492,electronics,headphones,51,electroworld,False
"rao, nagar and kumer neque plus laptops 1","rao, nagar",118312.28,3.5,4894,3241,1164,electronics,laptops,0,supercomnet,False
lal inc beatae ultra dresses 8,lal inc,32559.0,4.4,7101,9414,2558,fashion,dresses,23,mobilehub,False
"nazareth, saha and nagi ea pro t-shirts 13","nazareth, saha",1522.15,3.3,2955,4123,145,fashion,t-shirts,0,mobilehub,False
"nagarajan, trivedi and lanka illum pro t-shirts 11","nagarajan, trivedi",505.52,3.4,5540,5350,283,fashion,t-shirts,29,cloudtail india,False
"badami, jani and soman assumenda pro washing machines 8","badami, jani",35328.83,4.9,3254,7130,2928,appliances,washing machines,0,retailnet,False
sani-rege ad plus acs 3,sani-rege ad,10406.88,3.2,6023,7806,1355,appliances,acs,0,retailnet,False
tripathi group iste lite dresses 6,tripathi group,43056.73,4.1,1397,4663,1963,fashion,dresses,0,homecare solutions,False
bora-bhasin sed lite laptops 4,bora-bhasin sed,26943.29,3.7,3478,2874,1006,electronics,laptops,0,supercomnet,False
"babu, narayanan and bava voluptate pro microwaves 1","babu, narayanan",7084.12,3.4,1381,926,235,appliances,microwaves,70,electroworld,False
kunda inc quod ultra washing machines 12,kunda inc,569.83,4.3,9352,8889,1899,appliances,washing machines,68,retailnet,False
sibal inc veritatis lite smartphones 7,sibal inc,23533.7,4.6,7840,6975,3456,electronics,smartphones,12,mobilehub,False
deol ltd suscipit pro refrigerators 15,deol ltd,61747.89,3.9,3987,5470,1888,appliances,refrigerators,0,retailnet,False
"ratti, nigam and sahota esse lite refrigerators 1","ratti, nigam",63767.01,3.5,2126,3166,15,appliances,refrigerators,30,cloudtail india,False
bath plc cumque plus washing machines 2,bath plc,3521.6,3.9,7232,9393,3677,appliances,washing machines,0,fashionplus,False
tata-balakrishnan nostrum lite kitchenware 14,tata-balakrishnan nostrum,3449.44,4.2,2177,7338,3424,home,kitchenware,60,flipkart assured,False
golla-kale corporis pro t-shirts 10,golla-kale corporis,1815.97,4.2,547,2981,838,fashion,t-shirts,31,retailnet,False
sandhu inc rerum lite t-shirts 14,sandhu inc,1015.32,4.0,3239,8544,3741,fashion,t-shirts,5,retailnet,False
mohan plc placeat lite furniture 9,mohan plc,30615.63,4.2,4438,2474,760,home,furniture,0,fashionplus,False
joshi llc deleniti plus dresses 6,joshi llc,11694.82,4.8,2920,9384,4626,fashion,dresses,24,cloudtail india,False
"narayanan, bal and deep accusamus plus lighting 7","narayanan, bal",40385.4,3.2,4786,7341,1994,home,lighting,0,fashionplus,False
sethi-mallick iste lite acs 2,sethi-mallick iste,13881.98,3.9,1436,2437,856,appliances,acs,0,fashionplus,False
"sathe, sibal and sathe delectus plus acs 6","sathe, sibal",21971.2,3.5,3485,5988,1948,appliances,acs,33,fashionplus,False
"thakkar, patel and varughese ab lite refrigerators 13","thakkar, patel",26148.0,3.9,2285,8624,1563,appliances,refrigerators,32,fashionplus,False
"randhawa, vyas and ravel ut ultra decor 8","randhawa, vyas",15765.03,3.1,7514,3457,506,home,decor,63,homecare solutions,False
kashyap-wason blanditiis plus shoes 5,kashyap-wason blanditiis,20595.84,4.3,3684,124,19,fashion,shoes,44,electroworld,False
lad-pandey ducimus pro microwaves 2,lad-pandey ducimus,46115.45,4.6,4978,6378,1437,appliances,microwaves,30,homecare solutions,False
nagar-banik adipisci ultra lighting 4,nagar-banik adipisci,22645.13,5.0,7581,354,98,home,lighting,0,flipkart assured,False
"rau, date and anne aspernatur ultra acs 8","rau, date",13932.78,4.8,6846,8448,3855,appliances,acs,59,retailnet,False
khatri-venkatesh temporibus ultra smartwatches 14,khatri-venkatesh temporibus,30704.26,4.2,5323,7496,2783,electronics,smartwatches,59,homecare solutions,False
"bala, deol and mittal laborum ultra dresses 9","bala, deol",2344.5,3.1,3178,2501,466,fashion,dresses,0,homecare solutions,False
mall-gokhale totam plus furniture 1,mall-gokhale totam,41850.53,3.1,5710,2611,371,home,furniture,21,retailnet,False
raval-mahajan alias pro shoes 9,raval-mahajan alias,39871.88,3.1,6180,3078,1473,fashion,shoes,17,retailnet,False
thakkar and sons expedita ultra headphones 9,thakkar and,13758.86,4.3,1436,518,183,electronics,headphones,0,cloudtail india,False
"basak, halder and pandya unde pro microwaves 6","basak, halder",32764.26,4.5,2859,1360,212,appliances,microwaves,5,mobilehub,False
sampath-sampath doloribus plus decor 11,sampath-sampath doloribus,28406.74,3.5,5182,5426,1284,home,decor,65,mobilehub,False
"hari, shetty and bhagat rerum ultra furniture 13","hari, shetty",34672.47,3.7,954,3346,334,home,furniture,63,retailnet,False
"chada, garg and srinivasan repudiandae pro laptops 3","chada, garg",187254.46,3.2,2407,2202,479,electronics,laptops,49,homecare solutions,False
mohanty llc voluptatibus ultra headphones 10,mohanty llc,17352.02,4.8,928,1668,313,electronics,headphones,70,cloudtail india,False
lanka-kakar minus pro smartphones 12,lanka-kakar minus,89333.89,3.9,5799,9515,647,electronics,smartphones,0,cloudtail india,False
"ravi, rao and roy quibusdam lite kitchenware 2","ravi, rao",16945.81,3.8,3659,6056,2431,home,kitchenware,0,electroworld,False
palla-bhargava quaerat lite refrigerators 12,palla-bhargava quaerat,55359.12,3.6,4405,8014,3996,appliances,refrigerators,0,homecare solutions,False
"ravel, bhargava and barad in ultra acs 15","ravel, bhargava",40035.0,3.1,7622,6601,2708,appliances,acs,38,electroworld,False
hegde and sons culpa lite jeans 4,hegde and,43278.48,4.0,9149,5769,1341,fashion,jeans,0,supercomnet,False
chhabra-kumer quia lite smartwatches 14,chhabra-kumer quia,23168.48,3.8,3256,7493,1727,electronics,smartwatches,52,electroworld,False
bhandari ltd quisquam lite furniture 14,bhandari ltd,5510.26,3.8,4868,3457,952,home,furniture,34,mobilehub,False
doshi group consequatur lite headphones 9,doshi group,29178.11,3.2,2301,8861,1788,electronics,headphones,0,cloudtail india,False
krishnamurthy-sura consectetur pro headphones 7,krishnamurthy-sura consectetur,25983.16,3.9,68,4694,1114,electronics,headphones,55,retailnet,False
upadhyay ltd quam plus dresses 3,upadhyay ltd,32131.57,4.4,7677,3032,176,fashion,dresses,24,mobilehub,False
thakur-narula minus pro headphones 8,thakur-narula minus,20011.61,4.9,2260,602,151,electronics,headphones,34,supercomnet,False
"bawa, muni and lad consectetur plus jeans 8","bawa, muni",6922.43,5.0,35,7750,3092,fashion,jeans,0,mobilehub,False
aggarwal ltd quibusdam lite laptops 15,aggarwal ltd,120938.33,4.8,1503,5816,1635,electronics,laptops,0,electroworld,False
menon group animi pro acs 5,menon group,789.87,4.5,6147,448,57,appliances,acs,0,homecare solutions,False
bose-bora impedit plus smartphones 7,bose-bora impedit,142761.49,3.9,1159,9893,1326,electronics,smartphones,64,fashionplus,False
ratti-oza eum pro shoes 12,ratti-oza eum,24216.95,3.8,5669,8959,3798,fashion,shoes,62,supercomnet,False
shan inc excepturi pro decor 9,shan inc,6434.96,3.3,1696,5735,1317,home,decor,8,electroworld,False
apte-jha iusto ultra headphones 1,apte-jha iusto,16248.92,4.3,8118,3787,546,electronics,headphones,68,supercomnet,False
char-chahal repellendus ultra smartwatches 13,char-chahal repellendus,1046.64,4.7,6551,6808,2242,electronics,smartwatches,44,supercomnet,False
"varughese, gokhale and sharma non plus decor 8","varughese, gokhale",21278.62,3.9,6108,2206,290,home,decor,0,electroworld,False
sangha and sons incidunt plus shoes 13,sangha and,26549.65,4.6,1507,8304,3456,fashion,shoes,0,cloudtail india,False
arya plc explicabo plus smartwatches 4,arya plc,37703.35,3.8,1235,2603,584,electronics,smartwatches,67,mobilehub,False
dhar plc ullam pro jeans 13,dhar plc,16887.73,3.3,9191,6118,2322,fashion,jeans,15,mobilehub,False
dewan-goda animi lite dresses 1,dewan-goda animi,25294.68,3.5,8275,3556,331,fashion,dresses,18,supercomnet,False
"kunda, hegde and singhal expedita lite microwaves 9","kunda, hegde",8861.22,4.1,6381,2951,828,appliances,microwaves,28,flipkart assured,False
mani and sons atque pro refrigerators 14,mani and,66405.22,4.9,6528,4775,1974,appliances,refrigerators,0,supercomnet,False
rao llc natus ultra laptops 11,rao llc,195029.62,4.9,6704,1864,41,electronics,laptops,0,supercomnet,False
singhal plc unde lite headphones 7,singhal plc,21610.46,3.9,3613,7863,3598,electronics,headphones,56,flipkart assured,False
dugar-garg nostrum plus furniture 15,dugar-garg nostrum,48741.49,3.1,1515,4075,960,home,furniture,53,cloudtail india,False
sekhon-dar cupiditate plus refrigerators 11,sekhon-dar cupiditate,39607.33,3.9,7554,4641,2031,appliances,refrigerators,0,cloudtail india,False
kara ltd at pro laptops 6,kara ltd,136034.13,3.1,9210,5381,1503,electronics,laptops,12,fashionplus,False
"yogi, thakkar and shankar voluptas plus smartwatches 15","yogi, thakkar",49814.54,3.8,5910,269,26,electronics,smartwatches,0,electroworld,False
bala inc omnis ultra smartphones 14,bala inc,66317.43,3.2,5957,2450,1149,electronics,smartphones,0,cloudtail india,False
"loyal, kibe and lad sapiente pro refrigerators 6","loyal, kibe",36614.51,4.4,9759,4935,635,appliances,refrigerators,13,homecare solutions,False
thakkar-maharaj ad ultra microwaves 8,thakkar-maharaj ad,6435.96,3.6,6936,5664,1808,appliances,microwaves,37,fashionplus,False
"kuruvilla, kunda and dhar atque lite kitchenware 14","kuruvilla, kunda",31938.18,4.5,9318,5908,154,home,kitchenware,45,electroworld,False
"dixit, swamy and zacharia error pro furniture 14","dixit, swamy",3761.71,4.6,4597,4632,2316,home,furniture,66,homecare solutions,False
chakrabarti and sons saepe pro washing machines 4,chakrabarti and,16497.53,3.6,5415,2013,946,appliances,washing machines,0,cloudtail india,False
mangat llc culpa pro t-shirts 8,mangat llc,536.13,4.9,96,7598,90,fashion,t-shirts,56,supercomnet,False
chauhan-venkatesh temporibus pro dresses 4,chauhan-venkatesh temporibus,9686.97,3.4,609,6748,1716,fashion,dresses,0,fashionplus,False
"dani, handa and raval harum ultra jeans 6","dani, handa",3757.43,3.0,8868,9760,610,fashion,jeans,70,flipkart assured,False
pillay inc alias lite furniture 15,pillay inc,2704.82,4.9,9543,4183,1293,home,furniture,30,cloudtail india,False
chatterjee-kothari consectetur plus smartphones 15,chatterjee-kothari consectetur,74238.62,3.3,4968,1404,440,electronics,smartphones,0,supercomnet,False
chad and sons cumque ultra microwaves 2,chad and,49797.97,4.0,8421,9659,2858,appliances,microwaves,47,cloudtail india,False
dewan plc odio ultra jeans 10,dewan plc,21817.54,3.9,2599,8002,162,fashion,jeans,8,fashionplus,False
choudhry-pall nobis lite shoes 15,choudhry-pall nobis,37693.23,3.8,8879,9901,873,fashion,shoes,64,homecare solutions,False
pathak plc esse lite kitchenware 6,pathak plc,25217.38,4.5,1807,9756,787,home,kitchenware,0,mobilehub,False
"saha, rout and dhawan debitis ultra refrigerators 3","saha, rout",53387.9,3.1,7540,7092,922,appliances,refrigerators,0,retailnet,False
"sampath, nagy and sodhi in ultra smartwatches 8","sampath, nagy",17831.41,4.6,7242,5036,2001,electronics,smartwatches,65,mobilehub,False
nadig llc debitis lite smartwatches 2,nadig llc,36677.65,4.4,5213,3236,871,electronics,smartwatches,55,mobilehub,False
kaul-kant suscipit ultra kitchenware 1,kaul-kant suscipit,38340.44,3.2,9249,6393,70,home,kitchenware,48,electroworld,False
lall-kashyap excepturi pro furniture 15,lall-kashyap excepturi,38408.8,4.8,568,4696,469,home,furniture,0,fashionplus,False
padmanabhan-ray nostrum ultra furniture 13,padmanabhan-ray nostrum,20686.18,4.7,2054,9520,1498,home,furniture,63,cloudtail india,False
"bora, bali and pandey officiis lite t-shirts 9","bora, bali",341.62,4.3,8624,6642,1876,fashion,t-shirts,34,electroworld,False
pillay group totam ultra kitchenware 12,pillay group,23555.29,3.5,9135,4779,1078,home,kitchenware,30,flipkart assured,False
rajagopalan-jani recusandae lite furniture 13,rajagopalan-jani recusandae,47393.09,4.0,157,8594,2248,home,furniture,0,electroworld,False
sachar ltd ex ultra headphones 10,sachar ltd,38033.98,3.9,5865,278,82,electronics,headphones,31,mobilehub,False
"barad, ramanathan and venkatesh eum lite washing machines 14","barad, ramanathan",16330.01,3.9,4610,2819,1407,appliances,washing machines,29,supercomnet,False
"dugar, soman and kadakia saepe plus acs 4","dugar, soman",19088.58,3.3,6536,6217,2036,appliances,acs,30,flipkart assured,False
behl-goel maxime plus washing machines 8,behl-goel maxime,23696.43,3.8,2325,3411,257,appliances,washing machines,62,retailnet,False
barman-grover quidem ultra washing machines 15,barman-grover quidem,1225.04,3.8,1849,2456,1069,appliances,washing machines,7,electroworld,False
rege llc dignissimos ultra jeans 5,rege llc,49426.85,3.5,1435,273,73,fashion,jeans,35,retailnet,False
chakrabarti ltd incidunt plus dresses 11,chakrabarti ltd,29784.75,4.1,8828,2262,989,fashion,dresses,17,supercomnet,False
maharaj-jayaraman vitae ultra decor 5,maharaj-jayaraman vitae,30398.89,3.6,8371,7927,2134,home,decor,15,fashionplus,False
"wable, nazareth and sridhar ex lite smartphones 3","wable, nazareth",89132.29,3.3,9661,6924,2012,electronics,smartphones,35,retailnet,False
jha and sons illo pro t-shirts 8,jha and,276.31,3.5,3477,7873,1247,fashion,t-shirts,0,cloudtail india,False
"sami, pradhan and nagarajan iure ultra dresses 14","sami, pradhan",19409.08,4.7,3505,2900,801,fashion,dresses,0,fashionplus,False
kamdar-parmer sunt pro dresses 11,kamdar-parmer sunt,47100.18,4.7,6816,1173,89,fashion,dresses,0,mobilehub,False
narang llc et ultra microwaves 11,narang llc,46010.08,4.5,9309,6617,645,appliances,microwaves,68,fashionplus,False
toor and sons dicta lite t-shirts 7,toor and,451.03,4.9,4392,8222,1196,fashion,t-shirts,41,cloudtail india,False
thakkar llc veniam ultra furniture 4,thakkar llc,18580.8,3.2,5824,8049,402,home,furniture,39,mobilehub,False
wali plc tempora lite t-shirts 1,wali plc,538.31,4.0,5748,3622,1672,fashion,t-shirts,45,homecare solutions,False
pandey inc nam ultra microwaves 11,pandey inc,23773.19,3.5,4187,4635,2277,appliances,microwaves,25,fashionplus,False
bhavsar-cherian omnis lite smartwatches 1,bhavsar-cherian omnis,22591.19,3.9,6705,6096,143,electronics,smartwatches,50,electroworld,False
"johal, karnik and chauhan assumenda ultra lighting 4","johal, karnik",18453.79,3.8,537,5199,269,home,lighting,19,mobilehub,False
vaidya-barad consectetur ultra furniture 1,vaidya-barad consectetur,21197.72,3.3,6841,8958,1863,home,furniture,23,flipkart assured,False
ghose-raja sequi lite dresses 1,ghose-raja sequi,32240.27,4.3,8700,8203,1643,fashion,dresses,21,electroworld,False
vora-konda animi plus microwaves 8,vora-konda animi,23440.23,4.5,1302,8266,3363,appliances,microwaves,36,electroworld,False
"issac, bobal and batta recusandae pro headphones 7","issac, bobal",32505.43,3.4,1110,3224,1152,electronics,headphones,0,flipkart assured,False
"balakrishnan, dugal and venkatesh cum pro furniture 7","balakrishnan, dugal",46790.57,4.9,892,7610,2209,home,furniture,33,homecare solutions,False
"gokhale, bhattacharyya and bhardwaj eos pro microwaves 7","gokhale, bhattacharyya",38847.49,3.1,8558,273,6,appliances,microwaves,59,cloudtail india,False
nagi group excepturi plus refrigerators 12,nagi group,45043.47,3.0,2920,4046,2011,appliances,refrigerators,36,supercomnet,False
prakash plc quae ultra jeans 3,prakash plc,16193.96,3.2,1420,64,13,fashion,jeans,64,electroworld,False
sengupta-upadhyay sapiente pro lighting 13,sengupta-upadhyay sapiente,3759.91,3.1,4067,7705,2029,home,lighting,0,electroworld,False
krishnan llc labore pro t-shirts 3,krishnan llc,834.61,3.1,2748,3924,167,fashion,t-shirts,0,flipkart assured,False
yohannan group fugit pro jeans 10,yohannan group,4984.87,4.9,7356,5752,1499,fashion,jeans,29,mobilehub,False
natarajan-kade quisquam ultra smartphones 13,natarajan-kade quisquam,62498.47,3.5,426,3353,956,electronics,smartphones,0,electroworld,False
pal-gade placeat ultra furniture 11,pal-gade placeat,23552.39,3.4,6997,1653,406,home,furniture,69,fashionplus,False
chander ltd necessitatibus lite refrigerators 11,chander ltd,18735.13,4.7,395,3897,552,appliances,refrigerators,68,electroworld,False
pingle-sekhon alias ultra furniture 4,pingle-sekhon alias,35690.76,3.3,5677,8032,3488,home,furniture,0,electroworld,False
nigam-pal voluptas ultra lighting 15,nigam-pal voluptas,18512.36,3.6,5537,8834,3025,home,lighting,0,flipkart assured,False
"shankar, mammen and chaudhari quis pro shoes 15","shankar, mammen",1084.33,3.1,9612,8855,449,fashion,shoes,31,retailnet,False
